,대피시설명,주소,평시활용 유형,대피시설 면적,경도,위도
332,신대방경남아파트,서울특별시 동작구 신대방길 85,주차장,6088.0,126.908337,37.490052
333,성원상떼빌,서울특별시 동작구 신대방1가길 38,주차장,2368.0,126.906938,37.487901
335,삼성보라매옴니타워,서울특별시 동작구 보라매로5길 23,주차장,2833.0,126.923609,37.492579
336,시립보라매병원본관,서울특별시 동작구 보라매로5길 20,공공시설,5620.0,126.924332,37.493015
337,전문건설회관빌딩,서울특별시 동작구 보라매로5길 15,공공시설,21651.0,126.92427,37.492176
338,보라매현대아파트,서울특별시 동작구 보라매로5길 35,주차장,14455.0,126.92351,37.492089
339,롯데타워,서울특별시 동작구 보라매로5길 51,주차장,15670.0,126.923271,37.490942
340,은혜교회,서울특별시 동작구 여의대방로22길 120,주차장,572.0,126.926611,37.498001
341,흑석동주민센터,서울특별시 동작구 흑석한강로 11,공공시설,422.0,126.966591,37.505779
342,명수대현대아파트,서울특별시 동작구 현충로 119,주차장,6774.0,126.967259,37.508273
343,한강현대아파트,서울특별시 동작구 현충로 151,주차장,4040.0,126.968934,37.506778
344,명수대한양아파트,서울특별시 동작구 현충로10길 42,주차장,486.0,126.96656,37.504762
345,청호아파트101동,서울특별시 동작구 서달로2길 29,주차장,723.0,126.962725,37.501903
346,중앙대학교병원중앙관,서울특별시 동작구 흑석로 102,공공시설,25870.0,126.960422,37.506036
348,이수역리가아파트,서울특별시 동작구 사당로27길 130,주차장,23851.0,126.97288,37.489829
349,동작문화복지센터,서울특별시 동작구 장승배기로10길 42,공공시설,3400.0,126.94109,37.504446
350,브라운스톤상도아파트,서울특별시 동작구 상도로31길 19,주차장,14400.0,126.944541,37.506235
351,상도포스코더샵아파트,서울특별시 동작구 장승배기로4길 9,주차장,53600.0,126.943816,37.501449
353,상도3동주민센터,서울특별시 동작구 성대로2길 11,공공시설,1046.0,126.931405,37.499125
354,쌍용스윗닷홈아파트,서울특별시 동작구 상도로 107,주차장,12447.0,126.931067,37.502401
355,상도2차갑을명가아파트,서울특별시 동작구 국사봉길 175,주차장,5515.0,126.935097,37.493472
356,동아아파트,서울특별시 동작구 양녕로23길 43,주차장,1375.0,126.940038,37.496181
357,목5동 주민센터,서울특별시 양천구 목동서로 41 (목동 목5동주민센터),공공시설,1374.0,126.881728,37.537184
358,동문굿모닝탑,서울특별시 양천구 목동동로 53 (신정동 동문굿모닝탑Ⅰ),주차장,10300.0,126.860894,37.515007
359,해맞이 공영주차장,서울특별시 양천구 지양로 47 (신월동 신월문화체육센타),주차장,8386.0,126.835065,37.519856
361,가로공원공영주차장,서울특별시 양천구 가로공원로 지하 133 (신월동 가로공원공영주차장),주차장,11949.0,126.830596,37.536213
362,목동힐스테이트,서울특별시 양천구 중앙로36길 15 (신정동 목동힐스테이트),주차장,58752.0,126.855947,37.520775
363,세양청마루아파트,서울특별시 양천구 목동남로2길 60-30(신정동 세양청마루),주차장,11510.0,126.863767,37.507842
364,청구아파트,서울특별시 양천구 신목로2길 11(신정동 청구아파트),주차장,1471.0,126.875465,37.519262
365,방주기픈샘2차아파트,서울특별시 양천구 중앙로55길 59(신월동 방주기픈샘2차),주차장,3302.0,126.842485,37.525598
366,은성아파트,서울특별시 양천구 곰달래로5길 30(신월동 은성아파트),주차장,1086.0,126.833467,37.532414
367,은일로즈힐아파트,서울특별시 양천구 신월로 116(신월동),주차장,1142.0,126.836836,37.515948
368,수명산동원데쟈뷰아파트,서울특별시 양천구 화곡로3길 43(신월동),주차장,4609.0,126.828067,37.543605
369,삼익플라주아파트,서울특별시 양천구 가로공원로129(신월동),주차장,607.0,126.830289,37.536544
370,양천 벽산블루밍1단지,서울특별시 양천구 월정로9길 17(신월동),주차장,5308.0,126.839297,37.524599
371,양천 벽산블루밍2단지,서울특별시 양천구 월정로9길 20(신월동),주차장,6944.0,126.838164,37.525267
372,신정이펜하우스3단지,서울특별시 양천구 신정이펜1로 50(신정동),주차장,59099.0,126.829358,37.513351
373,벽산블루밍1단지,서울특별시 양천구 신정로13길 50(신월동),주차장,5935.0,126.842048,37.513873
374,벽산블루밍2단지,서울특별시 양천구 신정로13길 51(신월동),주차장,6483.0,126.841456,37.513339
375,목동센트럴아아파크위브1단지,서울특별시 양천구 남부순환로83길17,주차장,23571.0,126.841017,37.516564
376,목동센트럴아아파크위브2단지,서울특별시 양천구 남부순환로83길18,주차장,36504.0,126.841915,37.515618
377,목동센트럴아아파크위브3단지,서울특별시 양천구 남부순환로83길48,주차장,26019.0,126.846497,37.517408
378,목동센트럴아아파크위브4단지,서울특별시 양천구 남부순환로83길47,주차장,35124.0,126.844531,37.518617
379,신정뉴타운두산위브아파트,서울특별시 양천구 신월로20길 7,주차장,17455.0,126.846073,37.519283
380,신정뉴타운 롯데캐슬아파트,서울특별시 양천구 중앙로29길61,주차장,38684.0,126.848125,37.519542
381,정목초등학교 지하주차장,서울특별시 양천구 목동중앙로3길 30-10 (목동 서울정목초등학교),주차장,3356.0,126.870051,37.53653
383,디아이빌아파트,서울특별시 양천구 지양로17길 1 (신월동 디아이빌101아파트),주차장,1035.0,126.828647,37.523701
384,성산교회,서울특별시 양천구 남부순환로 339 (신월동),주차장,733.0,126.828139,37.536822
385,메디힐병원,서울특별시 양천구 남부순환로 331 (신월동 메디힐병원),공공시설,870.0,126.827842,37.537261
386,수명산태승훼미리아파트,서울특별시 양천구 월정로 262 (신월동),주차장,1201.0,126.830915,37.541267
387,아름다운세상아파트,서울특별시 양천구 화곡로3길 31 (신월동),주차장,1067.0,126.827453,37.542231
388,수명산롯데캐슬아파트,서울특별시 양천구 월정로 303 (신월동),주차장,8184.0,126.828698,37.545081
389,롯데캐슬아파트(101동 지하),서울특별시 양천구 신목로12길 22 (신정동 롯데캐슬),주차장,15063.0,126.874573,37.519974
390,신정동아이파크(101~107동 지하),서울특별시 양천구 목동동로 180 (신정동 신정동아이파크),주차장,28984.0,126.872875,37.521367
391,명지해드는터(101동 지하),서울특별시 양천구 신목로 43 (신정동 명지해드는터),주차장,2938.0,126.872665,37.519165
392,신정3동 e편한세상아파트,서울특별시 양천구 신정로13길 38 (신정동 신정이편한세상아파트),주차장,17575.0,126.842389,37.512919
393,신목동 샤르망 오피스텔,서울특별시 양천구 월정로 101 (신월동 신목동샤르망오피스텔),주차장,3128.0,126.838958,37.528451
394,신월 보람쉬움6차아파트,서울특별시 양천구 곰달래로7길 7 (신월동 신월6차보람아파트),주차장,3404.0,126.834845,37.530406
395,신월 나산아파트,서울특별시 양천구 남부순환로65길 6 (신월동 나산아파트),주차장,3070.0,126.834412,37.527454
397,신월대성유니드아파트 103동,서울특별시 양천구 신월로15길 21 (신월동 신월대성유니드아파트),주차장,5763.0,126.84113,37.520168
398,목동2차성원아파트 101동,서울특별시 양천구 목동중앙남로 100 (목동 성원아파트),주차장,8000.0,126.86374,37.542779
401,목동롯데캐슬위너아파트,서울특별시 양천구 목동중앙북로 38 (목동 롯데캐슬위너아파트),주차장,45544.0,126.866953,37.547904
403,목동신한아파트,서울특별시 양천구 목동중앙북로 7 (목동 신한이모르젠),주차장,8590.0,126.864475,37.549022
404,양천구청,서울특별시 양천구 목동동로 105 (신정동),공공시설,3855.0,126.866542,37.517075
405,양천구청 해누리타운,서울특별시 양천구 목동동로 81 (신정동),공공시설,4593.0,126.863825,37.515975
406,신서공영주차장(신서고등학교),서울특별시 양천구 은행정로 42 (신정동 신서고등학교),주차장,9544.0,126.860208,37.523915
407,신정3동주민센터,서울특별시 양천구 중앙로 209 (신정동 신정3동주민센터),공공시설,570.0,126.854764,37.515156
408,신정4동통합청사(지하),서울특별시 양천구 오목로34길 5 (신정동 신정4동통합청사),주차장,443.0,126.855803,37.524581
409,신월2동주민센터,서울특별시 양천구 중앙로53길 47 (신월동 신월2동주민센터),공공시설,426.0,126.844597,37.524975
410,대주파크빌,서울특별시 양천구 남부순환로85길 16 (신월동 대주파크빌),주차장,4705.0,126.842847,37.514577
411,이스타빌(3차) 빌딩,서울특별시 양천구 목동서로 377 (신정동),주차장,10307.0,126.862349,37.516115
412,목동두산위브,서울특별시 양천구 목동중앙본로 85 (목동 두산위브아파트),주차장,8428.0,126.869831,37.543258
413,건영아파트,서울특별시 양천구 목동중앙본로22길 63 (목동 건영아파트),주차장,9402.0,126.872962,37.541488
414,동일하이빌 아파트(지하주차장),서울특별시 양천구 신정로11길 20 (신정동 동일하이빌아파트),주차장,29907.0,126.838704,37.511962
415,센트럴프라자,서울특별시 양천구 목동서로 349 (신정동 센트럴프라자),주차장,16464.0,126.865319,37.517403
416,목동 대원 칸타빌(201202),서울특별시 양천구 목동중앙로 11 (목동),주차장,6508.0,126.866936,37.532292
417,목동금호어울림(101~106),서울특별시 양천구 목동중앙서로 37 (목동),주차장,17878.0,126.869083,37.533581
421,신월5동복합청사,서울특별시 양천구 화곡로4길 10 (신월동),주차장,957.0,126.827189,37.538526
425,신월대림아파트,서울특별시 양천구 오목로13길 7 (신월동 신월대림아파트),주차장,1761.0,126.845146,37.52319
426,태진아파트,서울특별시 양천구 중앙로55길 25 (신월동 태진아파트),주차장,3200.0,126.84671,37.526175
427,신도신월1차(아),서울특별시 양천구 신월로20길 33 (신월동 신도신월1차아파트),주차장,1900.0,126.846125,37.518189
428,금하뜨라네아파트,서울특별시 양천구 가로공원로56길 10 (신월동),주차장,5894.0,126.823428,37.534506
429,금강아파트,서울특별시 양천구 남부순환로64길 23 (신월동),주차장,4452.0,126.833616,37.526932
430,수명아파트,서울특별시 양천구 화곡로3길 15 (신월동),주차장,1182.0,126.827053,37.540908
431,양천아파트(101~102),서울특별시 양천구 목동로3길 57 (신정동),주차장,3537.0,126.862164,37.509454
432,목동2차우성아파트,서울특별시 양천구 목동남로4길 6-46 (신정동),주차장,10581.0,126.864769,37.506571
433,메리트윈(지하주차장),서울특별시 양천구 목동동로8길 23 (신정동 메리트원),주차장,817.0,126.871488,37.516878
434,양천롯데캐슬아파트,서울특별시 양천구 오목로5길 19 (신월동 양천롯데캐슬),주차장,14864.0,126.839967,37.523522
435,삼정그린뷰아파트,서울특별시 양천구 오목로3길 17 (신월동),주차장,6473.0,126.838287,37.522837
436,신월대성유니드아파트 101동,서울특별시 양천구 신월로15길 25 (신월동 신월대성유니드아파트),주차장,2292.0,126.840952,37.520582
437,양천아파트(103~105),서울특별시 양천구 목동로3길 57 (신정동 양천아파트),주차장,3537.0,126.862163,37.509455
440,양천구민체육센터,서울특별시 양천구 목동동로 87 (신정동 양천구민체육센터),공공시설,4393.0,126.864412,37.516478
441,목동8단지아파트(B상가동),서울특별시 양천구 목동서로 280 (신정동 목동신시가지아파트8단지),주차장,2109.0,126.867564,37.522342
442,목동14단지아파트(C상가동),서울특별시 양천구 목동동로 130 (신정동 목동신시가지아파트14단지),주차장,2726.0,126.871238,37.514999
444,양천문화회관,서울특별시 양천구 목동서로 367 (신정동 양천문화회관),공공시설,7121.0,126.86334,37.51652
445,목동고등학교,서울특별시 양천구 목동동로2길 68 (신정동),주차장,1963.0,126.860198,37.509216
446,양천구청역,서울특별시 양천구 목동로3길 지하 33 (신정동),공공시설,2770.0,126.866075,37.512699
